1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
2110,0.0,3.0,No,1065,ALQ,1045,0.0,522,Fin,1968.0,2110,Ex,11160,93.0,0.0,0,5,7,2110,0.0,1968,1968,244000
905,881.0,3.0,No,648,GLQ,176,0.0,684,RFn,1997.0,1786,Gd,9337,69.0,0.0,162,5,6,824,0.0,1997,1997,204750
925,550.0,4.0,No,548,ALQ,36,0.0,336,RFn,1977.0,1475,TA,2665,41.0,0.0,26,6,5,757,0.0,1977,1977,127000
811,576.0,3.0,No,0,Unf,811,0.0,256,Unf,1954.0,1387,Gd,6000,50.0,0.0,0,4,5,811,0.0,1954,1954,93000
976,732.0,3.0,No,0,Unf,976,0.0,380,Unf,2004.0,1708,Gd,3363,32.0,117.0,40,5,7,976,0.0,2004,2004,130000
1085,649.0,3.0,No,600,Rec,312,0.0,440,Unf,1962.0,1734,Gd,9786,77.0,0.0,0,7,6,912,0.0,1962,1981,159000
1766,648.0,3.0,No,664,BLQ,290,0.0,520,Unf,1970.0,2414,TA,10800,60.0,0.0,0,4,5,954,0.0,1900,1970,160000
933,975.0,4.0,No,642,GLQ,273,0.0,493,Unf,1994.0,1908,Gd,8750,70.0,0.0,133,5,7,915,0.0,1994,1995,210000
1283,0.0,3.0,No,504,Rec,319,0.0,506,Unf,1980.0,1283,TA,7763,70.0,0.0,0,7,5,931,0.0,1962,1980,140000
1212,0.0,3.0,No,0,Unf,1212,0.0,573,RFn,2001.0,1212,Gd,9100,70.0,0.0,0,5,7,1212,0.0,2001,2001,178000
952,596.0,3.0,No,0,Unf,952,0.0,672,Unf,1978.0,1548,Ex,7264,55.0,0.0,0,7,7,952,0.0,1925,2007,205000
980,0.0,3.0,Av,400,Unf,100,0.0,384,Fin,1967.0,980,TA,9750,75.0,0.0,0,5,5,980,0.0,1967,1967,135500
1811,0.0,2.0,No,296,ALQ,230,0.0,470,Fin,1956.0,1811,Ex,14115,90.0,0.0,0,7,6,1073,0.0,1956,2004,230000
1056,0.0,3.0,No,1056,Rec,0,0.0,384,Unf,1966.0,1056,TA,8900,69.0,0.0,42,4,4,1056,0.0,1966,1966,107000
1234,0.0,3.0,Av,0,Unf,1234,0.0,484,RFn,2007.0,1234,Gd,11049,85.0,0.0,30,5,8,1234,0.0,2007,2007,179900
630,672.0,3.0,No,0,Unf,630,0.0,440,Unf,1970.0,1302,TA,2016,24.0,304.0,0,5,5,630,0.0,1970,1970,106000
1035,371.0,3.0,No,0,Unf,319,0.0,0,None,1981.0,1406,Fa,7920,69.0,0.0,144,7,6,319,0.0,1920,1950,89500
858,0.0,2.0,Av,685,GLQ,173,0.0,576,Unf,1983.0,858,TA,7252,69.0,0.0,0,5,5,858,120.0,1982,1982,134900
1182,1142.0,4.0,No,998,Unf,177,0.0,736,Fin,2005.0,2324,Ex,11924,85.0,286.0,21,5,9,1175,0.0,2005,2006,345000
910,0.0,3.0,Av,0,Unf,105,0.0,414,Unf,1953.0,910,Gd,8892,74.0,0.0,0,7,5,105,196.0,1953,1996,116000
798,813.0,4.0,Gd,674,GLQ,0,0.0,442,RFn,1964.0,1611,TA,9760,80.0,360.0,128,6,6,780,0.0,1964,1964,167900
684,876.0,3.0,Av,0,Unf,684,0.0,400,Fin,2005.0,1560,Gd,11911,122.0,0.0,38,5,6,684,0.0,2005,2005,174000
2020,0.0,4.0,None,0,None,0,0.0,630,Unf,1977.0,2020,TA,8400,60.0,320.0,0,5,5,0,0.0,1977,1977,144000
1338,0.0,2.0,Mn,616,GLQ,722,0.0,582,Fin,2001.0,1338,Gd,4920,41.0,0.0,0,5,8,1338,0.0,2001,2001,213500
1188,0.0,3.0,No,593,Unf,595,0.0,312,Unf,1962.0,1188,TA,26142,69.0,189.0,39,7,5,1188,0.0,1962,1962,157900
1459,0.0,3.0,No,0,Unf,1459,0.0,527,RFn,2002.0,1459,Gd,8749,70.0,100.0,39,5,7,1459,0.0,2002,2002,192000
1306,954.0,3.0,Gd,1201,GLQ,105,0.0,533,Unf,1996.0,2260,Gd,14000,80.0,0.0,44,5,7,1306,0.0,1996,1997,328000
1430,0.0,3.0,No,0,Unf,1413,0.0,605,RFn,2001.0,1430,Gd,16285,67.0,0.0,33,5,7,1413,0.0,2001,2002,187100
996,0.0,3.0,No,290,BLQ,706,0.0,0,None,1981.0,996,TA,13907,63.0,0.0,0,6,5,996,0.0,1940,1969,108000
1092,0.0,3.0,No,787,Rec,305,0.0,504,RFn,1964.0,1092,TA,8250,75.0,260.0,0,7,6,1092,0.0,1964,1964,145000
625,625.0,2.0,No,0,Unf,625,0.0,625,Fin,2006.0,1250,Gd,4017,35.0,0.0,54,5,7,625,0.0,2006,2007,171900
864,864.0,3.0,No,0,Unf,864,0.0,572,RFn,2004.0,1728,Gd,9313,65.0,0.0,56,5,7,864,0.0,2004,2004,190000
924,0.0,3.0,No,0,Unf,924,0.0,280,Unf,1981.0,924,TA,7990,88.0,0.0,0,6,5,924,0.0,1975,1975,110000
1199,0.0,2.0,No,300,GLQ,899,0.0,530,RFn,1993.0,1199,Gd,7892,55.0,0.0,63,5,6,1199,0.0,1993,1993,153900
948,0.0,3.0,No,0,Unf,948,0.0,300,Unf,1968.0,948,TA,8978,69.0,0.0,0,5,5,948,0.0,1968,1968,108000
925,0.0,3.0,No,338,BLQ,121,0.0,429,Unf,1965.0,925,TA,9100,70.0,0.0,0,6,5,925,0.0,1965,1965,117500
835,0.0,2.0,No,108,ALQ,350,0.0,366,Unf,1920.0,835,TA,10625,85.0,0.0,0,5,5,458,0.0,1920,1950,83000
1580,886.0,4.0,No,0,Unf,1580,0.0,610,RFn,2004.0,2466,Gd,11143,102.0,0.0,214,5,8,1580,0.0,2004,2005,340000
1216,941.0,4.0,No,445,Rec,479,0.0,487,Unf,1966.0,2157,Gd,14200,88.0,309.0,66,6,7,924,0.0,1966,1966,226000
1060,0.0,3.0,No,840,GLQ,200,0.0,572,Unf,1976.0,1060,TA,4224,44.0,0.0,110,7,5,1040,100.0,1976,1976,129900
2633,0.0,2.0,Gd,1282,GLQ,1351,0.0,804,RFn,2001.0,2633,Ex,11400,69.0,705.0,140,5,10,2633,0.0,2001,2002,466500
1048,0.0,2.0,No,0,Unf,993,0.0,280,Unf,1922.0,1048,TA,6380,58.0,0.0,0,6,5,993,0.0,1922,1950,113000
953,711.0,3.0,No,0,Unf,953,0.0,460,RFn,2000.0,1664,TA,8121,69.0,0.0,40,5,6,953,0.0,2000,2000,172400
784,0.0,2.0,No,0,Unf,784,91.0,360,Unf,1950.0,784,TA,9000,60.0,0.0,0,3,6,784,0.0,1928,1950,76000
1279,0.0,3.0,No,641,ALQ,276,0.0,473,Unf,1980.0,1279,TA,10125,75.0,0.0,83,6,6,1196,0.0,1977,1977,171500
1229,0.0,3.0,No,1059,ALQ,75,0.0,284,RFn,1956.0,1229,TA,17140,69.0,0.0,0,6,4,1134,0.0,1956,1956,135000
1268,0.0,2.0,No,540,LwQ,728,0.0,244,Fin,1954.0,1268,TA,7800,78.0,200.0,98,6,5,1268,0.0,1954,1954,132000
1428,0.0,3.0,No,0,Unf,1428,0.0,480,Fin,2007.0,1428,Gd,11639,95.0,0.0,120,5,7,1428,0.0,2007,2008,182000
1125,0.0,3.0,Av,631,ALQ,410,0.0,352,Unf,1977.0,1125,TA,7200,72.0,255.0,0,6,6,1041,296.0,1976,1976,125000
1008,0.0,2.0,No,486,BLQ,522,0.0,275,Unf,1954.0,1008,TA,11425,69.0,0.0,0,6,5,1008,0.0,1954,1954,137000
1630,0.0,3.0,Gd,0,Unf,1622,0.0,860,RFn,2008.0,1630,Ex,10226,61.0,270.0,42,5,8,1622,0.0,2008,2008,295493
864,864.0,3.0,No,503,Rec,361,0.0,673,RFn,2003.0,1728,Gd,8791,64.0,0.0,56,5,6,864,0.0,2003,2003,207500
1211,0.0,3.0,No,250,BLQ,210,0.0,322,Unf,1968.0,1211,TA,8250,55.0,0.0,63,5,5,952,0.0,1968,1968,134000
1040,0.0,3.0,No,369,LwQ,671,0.0,286,RFn,1959.0,1040,TA,7560,70.0,0.0,0,5,5,1040,0.0,1959,1959,133700
1707,0.0,2.0,No,0,Unf,1686,0.0,511,RFn,1981.0,1707,TA,16669,69.0,653.0,64,6,8,1686,0.0,1981,1981,228000
955,0.0,3.0,No,0,Unf,935,0.0,462,Fin,1998.0,1632,TA,9084,63.0,0.0,28,5,7,935,0.0,1998,1998,176500
1392,0.0,3.0,No,1302,Unf,90,0.0,528,Unf,1957.0,1392,TA,11341,69.0,180.0,0,6,5,1392,0.0,1957,1996,121500
1319,0.0,3.0,No,428,BLQ,0,0.0,270,Unf,1953.0,1319,TA,10634,79.0,0.0,0,6,5,608,0.0,1953,1953,123000
742,742.0,3.0,No,0,Unf,742,0.0,390,Fin,2005.0,1484,Gd,12589,149.0,0.0,24,5,6,742,0.0,2005,2005,174000
971,0.0,3.0,Gd,523,Unf,448,0.0,300,Unf,1969.0,971,TA,9920,69.0,0.0,0,6,5,971,0.0,1969,1969,128500
1062,0.0,3.0,Av,539,ALQ,490,0.0,539,RFn,1976.0,1062,TA,11333,69.0,0.0,0,5,6,1029,120.0,1976,1976,146800
980,0.0,4.0,Gd,945,Unf,0,0.0,0,None,1981.0,980,TA,9400,35.0,250.0,0,5,6,945,0.0,1975,1975,127500
1405,0.0,2.0,No,0,Unf,1405,0.0,478,RFn,2003.0,1405,Gd,3136,69.0,163.0,36,5,7,1405,0.0,2003,2003,171750
959,712.0,3.0,No,786,GLQ,173,0.0,472,Fin,2000.0,1671,TA,10852,58.0,0.0,38,5,6,959,0.0,2000,2000,173000
1074,0.0,3.0,No,788,ALQ,268,0.0,495,RFn,1975.0,1074,TA,10140,78.0,0.0,88,6,5,1056,0.0,1975,1975,153500
1547,720.0,2.0,None,0,None,0,0.0,672,Unf,1979.0,2320,TA,14762,69.0,0.0,144,6,5,0,0.0,1948,1950,169000
918,0.0,2.0,No,0,Unf,918,0.0,264,Unf,1979.0,918,TA,7892,55.0,0.0,0,5,6,918,0.0,1979,1979,99500
1437,0.0,3.0,Gd,1157,ALQ,280,0.0,528,RFn,1976.0,1437,Gd,10768,90.0,0.0,21,8,5,1437,0.0,1976,2004,218000
1069,0.0,2.0,No,360,ALQ,709,0.0,440,RFn,1977.0,1069,TA,4043,53.0,0.0,55,5,6,1069,0.0,1977,1977,127500
829,727.0,4.0,No,298,Rec,429,0.0,441,Unf,1968.0,1556,TA,11700,78.0,0.0,0,6,6,727,0.0,1968,1968,154000
824,1070.0,4.0,No,624,GLQ,193,0.0,510,Unf,2002.0,1894,Gd,11316,80.0,44.0,40,5,7,817,0.0,2002,2003,214900
1973,0.0,3.0,Av,0,Unf,1935,0.0,895,Fin,2006.0,1973,Gd,14226,110.0,375.0,45,5,8,1935,0.0,2006,2006,395000
1898,1080.0,5.0,No,0,Unf,710,0.0,564,Fin,1961.0,2978,Gd,11275,96.0,300.0,0,7,7,710,0.0,1967,2007,242000
848,0.0,1.0,Av,662,GLQ,186,0.0,420,RFn,2004.0,848,Gd,4438,69.0,205.0,0,5,6,848,0.0,2004,2004,149000
804,670.0,3.0,No,0,Unf,384,0.0,400,Fin,1995.0,1474,TA,8530,69.0,22.0,72,5,7,384,120.0,1995,1996,168500
1056,0.0,3.0,No,480,BLQ,108,0.0,260,Unf,1954.0,1056,TA,9250,80.0,0.0,0,7,5,1056,0.0,1954,2005,139400
902,0.0,2.0,Av,301,BLQ,239,0.0,484,Unf,1983.0,902,TA,8885,69.0,0.0,0,5,5,864,0.0,1983,1983,131000
1032,0.0,3.0,Av,605,ALQ,427,0.0,564,Unf,1978.0,1032,TA,10395,69.0,233.0,0,6,6,1032,0.0,1978,1978,148000
1077,0.0,2.0,No,0,Unf,961,0.0,338,Unf,1920.0,1077,TA,8967,60.0,0.0,0,2,5,961,0.0,1920,1950,67000
1235,0.0,2.0,No,600,Rec,635,0.0,480,Unf,1961.0,1235,TA,8500,85.0,203.0,0,3,5,1235,0.0,1961,1961,98600
1442,0.0,3.0,Mn,738,GLQ,172,0.0,719,Fin,1990.0,1442,Gd,10357,114.0,0.0,244,5,7,910,0.0,1990,1991,179900
483,504.0,2.0,No,387,ALQ,96,0.0,264,Unf,1971.0,987,TA,1680,21.0,232.0,0,5,6,483,0.0,1971,1971,85400
1004,0.0,2.0,Gd,975,GLQ,0,0.0,504,Unf,1977.0,1004,TA,10530,78.0,90.0,0,5,6,975,0.0,1977,1977,135000
1006,0.0,3.0,No,288,GLQ,718,0.0,0,None,1981.0,1006,TA,9000,69.0,0.0,24,3,5,1006,0.0,1959,1959,80000
936,780.0,6.0,No,210,Unf,570,0.0,0,None,1981.0,1716,Fa,5687,55.0,0.0,184,6,5,780,0.0,1912,2000,135900
860,0.0,3.0,No,0,Unf,860,0.0,565,RFn,2004.0,1720,Gd,11645,89.0,0.0,70,5,7,860,0.0,2004,2004,196500
960,0.0,2.0,No,250,ALQ,710,0.0,308,Unf,1997.0,960,Fa,6000,50.0,0.0,0,4,4,960,0.0,1920,1950,108500
1604,0.0,3.0,No,1334,GLQ,270,0.0,660,RFn,2006.0,1604,Gd,8814,68.0,180.0,110,5,7,1604,0.0,2006,2006,220000
2217,0.0,4.0,Gd,351,ALQ,1043,0.0,621,Unf,1970.0,2217,Gd,15865,95.0,0.0,207,6,8,2217,0.0,1970,1970,268000
1844,0.0,3.0,Av,1110,Rec,734,216.0,540,RFn,1969.0,1844,Gd,16381,69.0,312.0,73,5,6,1844,0.0,1969,1969,223000
799,772.0,3.0,No,0,Unf,799,0.0,380,RFn,1993.0,1571,TA,7837,59.0,0.0,40,7,6,799,0.0,1993,1994,178000
1479,0.0,3.0,No,0,Unf,1468,0.0,577,RFn,1999.0,1479,Gd,9382,93.0,125.0,25,5,7,1468,0.0,1999,2000,191000
1619,167.0,3.0,Gd,1249,Unf,103,0.0,529,Fin,1965.0,1786,TA,164660,69.0,0.0,0,6,5,1499,0.0,1965,1965,228950
1632,0.0,3.0,No,620,Rec,0,0.0,338,RFn,1958.0,1632,TA,9600,80.0,183.0,0,6,6,1240,0.0,1958,1988,139000
866,902.0,3.0,Av,20,GLQ,846,0.0,578,RFn,2007.0,1768,Gd,10769,68.0,0.0,105,5,8,866,0.0,2007,2007,212000
1096,0.0,3.0,Mn,75,BLQ,230,0.0,299,Fin,1969.0,1096,TA,15870,69.0,0.0,32,5,5,1096,0.0,1969,1969,138800
1236,857.0,3.0,No,0,Unf,791,0.0,542,Fin,1986.0,2093,TA,20544,46.0,123.0,63,6,7,791,0.0,1986,1991,215000
660,688.0,3.0,No,512,BLQ,148,0.0,453,RFn,1966.0,1348,TA,7590,69.0,266.0,108,5,6,660,0.0,1966,1966,155000
728,728.0,3.0,Av,648,GLQ,80,0.0,410,Fin,2005.0,1456,Gd,8199,63.0,0.0,18,5,7,728,36.0,2005,2005,189000
1600,0.0,2.0,Gd,1277,BLQ,207,0.0,319,RFn,1957.0,1600,TA,16321,47.0,0.0,258,6,5,1484,0.0,1957,1997,207500
1700,0.0,3.0,Av,340,GLQ,1342,0.0,544,RFn,2003.0,1700,Gd,9135,70.0,120.0,23,5,6,1682,0.0,2003,2003,200000
808,785.0,3.0,No,0,Unf,808,0.0,389,RFn,1993.0,1593,TA,9636,69.0,0.0,40,5,6,808,0.0,1992,1993,178000
1363,0.0,2.0,No,650,BLQ,178,0.0,288,Unf,1951.0,1363,TA,14559,75.0,70.0,42,7,5,1008,0.0,1951,2000,164900
855,586.0,3.0,No,311,ALQ,544,0.0,440,Unf,1978.0,1441,TA,2289,24.0,0.0,0,6,6,855,0.0,1978,1978,148500
1710,0.0,2.0,Gd,1400,Unf,310,0.0,866,RFn,2007.0,1710,Gd,13891,107.0,436.0,102,5,8,1710,0.0,2007,2008,372402
1222,888.0,3.0,No,695,GLQ,253,0.0,463,RFn,1994.0,2110,Gd,8880,69.0,0.0,130,5,7,948,0.0,1994,2002,205000
725,754.0,3.0,No,533,GLQ,192,0.0,475,RFn,1976.0,1479,Gd,13517,69.0,289.0,44,8,6,725,0.0,1976,2005,130500
767,0.0,1.0,Av,584,GLQ,0,0.0,367,Fin,1998.0,767,TA,4058,34.0,182.0,40,5,7,723,0.0,1998,1998,133000
664,0.0,3.0,Av,554,GLQ,100,0.0,426,RFn,2006.0,1496,Gd,17104,58.0,0.0,24,5,7,654,100.0,2006,2006,179665
1567,0.0,1.0,Av,1154,GLQ,366,0.0,648,Fin,2006.0,1567,Ex,3982,53.0,0.0,0,5,8,1520,0.0,2006,2006,264561
1148,0.0,2.0,Mn,210,LwQ,219,0.0,308,Unf,1952.0,1148,TA,6420,57.0,0.0,0,7,5,980,0.0,1952,1952,123500
1120,850.0,3.0,Mn,0,Unf,1085,0.0,753,Fin,2006.0,1970,Ex,11065,86.0,788.0,74,5,8,1085,0.0,2006,2006,281000
1453,1357.0,4.0,No,482,GLQ,971,0.0,750,RFn,1990.0,2810,Gd,9572,69.0,336.0,0,5,8,1453,0.0,1990,1990,302000
1470,0.0,4.0,No,986,GLQ,484,0.0,696,Unf,1998.0,2630,Gd,9200,80.0,473.0,66,5,8,1470,0.0,1998,1998,315000
1105,1169.0,5.0,No,443,Rec,662,0.0,480,Unf,1960.0,2274,TA,11600,80.0,361.0,0,5,5,1105,0.0,1960,1960,154300
1261,0.0,3.0,No,662,ALQ,599,0.0,433,RFn,1958.0,1261,TA,9120,76.0,0.0,0,6,6,1261,0.0,1958,1958,163000
1486,0.0,3.0,No,637,BLQ,849,0.0,480,Fin,1968.0,1486,TA,9937,75.0,0.0,0,7,5,1486,0.0,1964,1999,167000
773,0.0,2.0,No,570,Unf,203,0.0,240,Unf,1953.0,773,TA,7677,57.0,0.0,0,5,5,773,0.0,1953,1953,110000
1537,0.0,3.0,No,0,Unf,1319,0.0,462,RFn,1962.0,1537,Gd,8400,80.0,237.0,36,9,6,1319,0.0,1962,2005,174000
866,913.0,3.0,Av,0,Unf,866,0.0,546,RFn,1998.0,1779,Gd,10400,80.0,0.0,36,5,7,866,0.0,1998,1998,197900
1225,0.0,3.0,No,569,ALQ,381,0.0,0,None,1981.0,1225,TA,9320,77.0,0.0,0,5,4,950,0.0,1959,1959,128950
848,0.0,1.0,Av,659,GLQ,189,0.0,420,Fin,2003.0,848,Gd,4435,36.0,170.0,0,5,6,848,140.0,2003,2003,131500
780,596.0,3.0,No,0,Unf,780,0.0,198,Unf,1937.0,1376,TA,8600,50.0,0.0,0,6,6,780,0.0,1937,1950,119500
742,729.0,3.0,No,381,GLQ,348,0.0,440,Unf,1999.0,1471,TA,3230,34.0,894.0,24,5,6,729,0.0,1999,1999,172500
869,0.0,2.0,No,0,Unf,440,0.0,0,None,1981.0,869,Fa,5900,51.0,0.0,0,7,4,440,0.0,1923,1958,85500
729,729.0,2.0,No,419,GLQ,310,0.0,440,Unf,1999.0,1458,TA,3230,34.0,1129.0,32,5,6,729,0.0,1999,1999,176000
894,0.0,3.0,No,762,ALQ,102,0.0,440,Unf,1974.0,894,TA,13350,100.0,0.0,0,5,5,864,0.0,1974,1974,142500
885,833.0,3.0,No,0,Unf,832,0.0,427,Fin,1998.0,1718,TA,10141,74.0,40.0,94,5,7,832,0.0,1998,1998,185000
1701,0.0,3.0,Gd,1390,ALQ,0,0.0,611,Fin,1975.0,1701,TA,16647,69.0,0.0,0,5,5,1390,0.0,1975,1981,171000
864,0.0,3.0,No,600,BLQ,264,0.0,576,Unf,1980.0,864,TA,12735,69.0,0.0,0,5,4,864,0.0,1972,1972,111250
1094,761.0,3.0,No,0,Unf,528,0.0,512,RFn,1976.0,1855,TA,9600,80.0,360.0,100,7,6,528,0.0,1976,1994,187000
1651,0.0,3.0,No,1398,ALQ,0,0.0,616,Fin,1986.0,1651,TA,12416,47.0,132.0,0,5,6,1606,0.0,1986,1986,184000
612,612.0,3.0,Av,0,Unf,612,0.0,528,RFn,2009.0,1224,Gd,3951,40.0,76.0,234,5,6,612,0.0,2009,2009,164500
928,0.0,3.0,No,308,Rec,620,0.0,288,Fin,1957.0,928,TA,6000,50.0,0.0,0,6,5,928,0.0,1957,1957,112500
372,720.0,3.0,None,0,None,0,0.0,0,None,1981.0,1092,Fa,5600,70.0,0.0,0,5,4,0,0.0,1930,1950,55000
832,809.0,3.0,No,16,LwQ,712,234.0,546,Unf,1925.0,1641,Ex,9600,60.0,0.0,0,7,7,728,0.0,1925,1990,178000
708,708.0,3.0,No,404,ALQ,304,0.0,776,RFn,1968.0,1416,TA,11700,90.0,420.0,169,6,6,708,0.0,1968,1968,179900
1058,846.0,3.0,Av,546,GLQ,512,0.0,736,Fin,2003.0,1904,Ex,10927,74.0,280.0,60,5,8,1058,0.0,2005,2005,275000
936,0.0,2.0,No,248,BLQ,448,0.0,308,Fin,1956.0,936,TA,5868,74.0,0.0,0,7,5,936,0.0,1956,2000,129000
716,840.0,3.0,No,81,Unf,23,0.0,452,Fin,1980.0,1556,TA,1950,24.0,0.0,0,6,6,716,0.0,1980,1980,151000
864,0.0,2.0,No,120,LwQ,744,0.0,400,Unf,1951.0,864,TA,19138,140.0,0.0,0,5,4,864,0.0,1951,1951,141000
1654,0.0,3.0,No,986,GLQ,668,0.0,900,Unf,2002.0,1654,Gd,8125,69.0,295.0,136,5,7,1654,0.0,2002,2002,230000
1416,0.0,3.0,No,0,Unf,816,0.0,576,Unf,2007.0,1416,Gd,25339,69.0,0.0,0,7,5,816,0.0,1918,2007,112000
1268,1097.0,3.0,Mn,1163,GLQ,89,0.0,856,Unf,1999.0,2365,Gd,9430,82.0,673.0,128,5,8,1252,0.0,1999,1999,337000
1067,0.0,2.0,No,442,BLQ,625,0.0,436,Unf,1996.0,1067,Gd,9600,60.0,0.0,0,7,4,1067,0.0,1950,1995,128000
1318,584.0,4.0,None,0,None,0,0.0,539,Unf,1978.0,1902,TA,8930,68.0,0.0,0,5,6,0,0.0,1978,1978,112000
1557,0.0,2.0,Gd,0,Unf,1374,0.0,420,Fin,2003.0,1557,Gd,3196,69.0,18.0,20,5,7,1374,0.0,2003,2004,234000
1195,644.0,4.0,No,0,Unf,1195,0.0,486,Fin,1998.0,1839,TA,16770,58.0,30.0,81,5,7,1195,0.0,1998,1998,221000
